session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
10086,2131,1,1,1,1,4,1,1,4,3850,207
10087,3019,3850,3850,3019,3850,3850,3850,3850,3850,1,207
10088,4,7,93,46,93,1,7,46,4,93,207
10089,7,168,46,190,190,4,291,46,168,291,207
10090,7,93,270,900,140,270,46,93,7,140,207
10091,7,900,93,4,168,1,190,190,46,168,207
10092,93,1,7,4,93,46,7,1,93,4,207
10093,93,93,7,4,7,168,190,190,7,93,207
10094,168,291,46,4,7,291,93,270,4,168,207
10095,1,93,190,46,168,1,1,1,4,4,207
10096,93,1,46,4,93,168,190,46,168,93,207
10097,190,93,7,7,93,4,93,7,93,46,207
10098,291,93,270,900,291,270,93,7,7,93,207
10099,900,93,900,4,93,900,1,190,93,168,207
10100,46,1,7,1,4,93,46,168,1,7,207
10101,4,46,93,168,190,291,190,46,168,4,207
10102,900,270,291,7,7,93,270,7,900,190,207
10103,4,1,190,93,168,46,1,1,7,4,207
10104,7,1,7,1,4,93,46,168,190,4,207
10105,1,7,46,291,168,190,270,900,93,7,207
10106,1,4,7,1,4,1,1,3886,157,157,207
10107,3886,2765,1,926,840,3886,2765,3886,840,291,207
10108,4,1,2278,2765,270,93,3886,93,840,3886,207
10109,926,93,416,400,1,416,400,94,94,7,207
10110,3,1,2606,426,4035,3935,21,381,4052,3935,207
10111,4052,4035,10,21,2606,3935,10,3935,3,4412,207
10112,4035,4052,3935,46,926,14,7,7,14,46,207
10113,46,46,164,926,4319,926,164,93,926,416,207
10114,164,1,1764,195,2759,2026,1598,195,1764,21,207
10115,49,214,21,195,214,18,214,3213,195,22,207
10116,2759,3,214,1598,1764,2759,293,1764,22,3,207
10117,18,195,7,3,214,10,173,7,1598,1764,207
10118,10,46,7,2759,1764,7,195,297,1764,1598,207
10119,173,3,14,1764,1598,2759,18,3,3423,22,207
10120,1764,3,46,7,10,173,3,14,2759,1764,207
10121,1598,14,612,18,3,22,7,3,173,1598,207
10122,14,1764,2759,22,18,3,3,7,173,1764,207
10123,1598,2759,1764,14,22,18,3,3,173,3,207
10124,7,2759,1764,1598,14,3,22,1598,18,3,207
10125,173,3,7,2759,1598,14,1764,3,18,22,207
10126,3,7,173,3,2759,1764,1598,3,22,18,207
10127,14,3,7,3,173,1598,14,2759,1764,22,207
10128,3,18,7,3,173,1598,2759,1764,14,18,207
10129,3,22,7,3,173,1598,1764,2759,14,3,207
10130,22,18,7,3,173,1598,197,2759,1764,14,207
10131,1030,214,2026,3395,2759,1764,4137,3,22,18,207
10132,3,7,173,1,1,625,1775,847,1,3,207
10133,1,4136,4065,32,2906,4023,625,13,2803,395,207
10134,3,4065,14,93,327,21,2807,2906,1775,32,207
10135,18,625,847,22,327,2803,4065,395,237,4281,207
10136,10,1,4023,3121,46,7,436,20,592,1775,207
10137,4023,2906,13,3,625,553,216,32,847,2803,207
10138,395,451,327,4,4136,20,148,847,216,20,207
10139,1,3904,287,2269,3904,287,226,847,89,419,207
10140,4173,3904,3904,7,18,22,173,3904,3,639,207
10141,46,14,10,3904,14,4188,520,520,14,16,207
10142,16,14,14,1,1,4,4,93,2906,73,207
10143,10,3904,1,4196,4282,1,4042,4301,18,3,207
10144,4042,49,4247,22,4332,4364,4198,4294,4204,4427,207
10145,4042,1,1,3914,4,4,3914,3914,4,2455,207
10146,3914,206,225,3914,225,1,93,4173,173,46,207
10147,1,89,89,22,18,4105,4105,3,89,3,207
10148,89,321,10,21,2565,321,410,260,1,568,207
10149,507,1231,487,89,64,67,85,260,1,89,207
10150,64,67,92,85,89,89,14,85,85,64,207
10151,67,123,89,14,487,421,85,64,92,123,207
10152,67,67,85,85,89,89,85,67,64,64,207
10153,92,67,89,85,134,568,92,67,92,67,207
10154,85,64,89,64,93,64,93,64,1,1,207
10155,7,4,7,1,4,46,1,842,4370,4159,207
10156,4001,4001,4159,842,3,4001,842,842,4,93,207
10157,3916,4061,1,3,21,3916,4061,7,3916,4061,207
10158,94,3,3916,4347,4,4293,917,3,4,46,207
10159,889,18,492,239,7,3,22,49,3916,46,207
10160,1,10,93,1,201,366,541,170,233,170,207
10161,233,201,18,233,22,201,3,170,1,4,207
10162,201,233,3,3,21,4111,22,4111,277,3,207
10163,18,7,46,216,3916,237,49,3193,3255,222,207
10164,3,3960,277,14,7,216,248,292,447,143,207
10165,22,3483,10,3960,3,222,18,3,21,2999,207
10166,4296,3960,233,239,622,170,366,7,46,10,207
10167,3960,4284,14,7,489,46,1237,14,1237,736,207
10168,736,736,445,7,14,233,219,481,201,233,207
10169,233,603,201,413,233,201,467,516,516,413,207
10170,201,516,201,413,516,413,201,516,467,445,207
10171,489,219,93,1,46,1,18,22,3968,1,207
10172,93,625,1811,3968,1742,4115,216,4283,3,237,207
10173,592,4115,3,216,46,21,7,3968,14,216,207
10174,1789,216,3968,216,1,481,1,222,222,481,207
10175,445,1,1,1,4257,3982,3982,1,4014,93,207
10176,4014,4408,1,801,801,3883,10,3883,143,4142,207
10177,49,3883,22,520,18,520,3982,520,7,287,207
10178,292,4142,3,13,3883,891,20,173,32,3,207
10179,592,20,7,3883,625,13,3883,20,436,46,207
10180,20,3883,46,4255,1336,32,3883,14,3982,4014,207
10181,14,436,3883,436,3883,173,1,1,18,22,207
10182,4020,3969,4116,4044,21,4389,10,4044,4116,4020,207
10183,3,7,46,3969,14,4228,4020,1,4342,3969,207
10184,4044,3,7,4048,4048,1625,212,4048,1,3912,207
10185,21,4029,93,3912,4029,3912,3,4029,4433,4177,207
10186,4378,4071,294,3912,4210,4071,3912,294,4303,750,207
10187,4149,46,7,18,3912,3,22,294,14,3395,207
10188,773,197,195,1,773,365,3395,195,1032,356,207
10189,195,1175,1032,538,1,1962,189,3874,1,4128,207
10190,21,195,1253,18,22,1,3,3,1,46,207
10191,7,10,3,1,292,3874,21,3874,1962,22,207
10192,287,18,3874,7,1,3,21,173,3874,10,207
10193,3,1,3882,3034,4360,4295,2938,4306,3911,3,207
10194,3911,2938,3882,3,14,3874,3,22,1,3882,207
10195,1357,2938,3911,18,1536,3,32,13,7,3874,207
10196,1598,1764,3882,317,189,3882,3,1764,189,673,207
10197,410,7,2759,177,3874,3874,3882,410,189,1,207
10198,1,10,14,13,10,3900,4047,3900,4371,1998,207
10199,287,22,1998,3900,2597,18,3969,1998,3900,3900,207
10200,14,10,3,14,3874,21,3874,1,21,46,207
10201,22,3,18,3,7,46,7,3874,3,525,207
10202,10,46,3,7,10,46,1,46,14,3900,207
10203,14,14,3912,32,14,14,4149,1,1,3870,207
10204,195,3395,577,93,197,4117,773,365,773,356,207
10205,3,18,22,3395,356,3,3395,195,3,3874,207
10206,7,14,3,3874,197,10,773,365,3395,1032,207
10207,365,3,356,22,18,1032,3,3,7,197,207
10208,3870,773,365,14,3395,773,3,18,22,3,207
10209,356,7,3,773,197,14,773,3395,365,18,207
10210,773,22,3,7,3,197,14,93,365,773,207
10211,3870,3395,148,22,3,18,3,3,7,148,207
10212,197,773,365,3395,773,14,18,3,49,22,207
10213,3,3,7,197,773,3395,14,773,365,22,207
10214,3,18,3,3,7,173,14,93,3395,197,207
10215,773,365,3,18,148,529,22,3,3,7,207
10216,3882,3911,3,22,18,3,3882,148,1,197,207
10217,773,3395,14,365,148,18,22,3,1,3,207
10218,7,3,4,1,4246,4350,197,4028,3,148,207
10219,4033,212,773,3,4033,4102,3395,14,7,46,207
10220,365,773,4028,714,4033,4213,4102,18,3,22,207
10221,3,7,3,14,4028,465,3592,1,392,1,207
10222,266,18,197,392,266,329,22,3,773,779,207
10223,744,3395,14,266,744,4242,3,148,396,365,207
10224,814,773,3870,22,708,607,814,18,3,4313,207
10225,3,1,731,3984,46,4,3984,4289,4357,3,207
10226,7,731,520,266,520,329,520,266,329,148,207
10227,197,305,500,2217,636,3395,365,14,773,365,207
10228,773,266,22,3,18,3,3,7,329,329,207
10229,329,197,365,3395,773,14,18,22,3,1628,207
10230,4254,363,821,7,1601,595,2900,321,3,1084,207
10231,996,321,36,1729,2897,7,1824,2897,1773,7,207
10232,919,2905,1729,46,1729,7,2611,1773,119,36,207
10233,2900,363,2905,2897,2900,1824,2132,329,36,36,207
10234,36,3984,119,264,36,197,773,3395,14,365,207
10235,773,18,36,22,3,3,3,329,7,36,207
10236,773,197,329,14,1032,365,3395,22,18,1032,207
10237,3,1032,3,7,67,1,92,64,92,67,207
10238,119,3984,36,329,14,93,773,3395,197,365,207
10239,18,22,3,64,3,3,7,1,13,35,207
10240,32,1,137,35,32,2,13,2,35,13,207
10241,32,20,4,7,13,32,2,7,13,35,207
10242,2,13,2,20,13,20,197,773,14,35,207
10243,3395,1032,365,773,18,22,2,35,3,1032,207
10244,3,3,7,35,14,197,773,3395,35,607,207
10245,365,18,22,3,2,3,7,3,64,2,207
10246,46,773,197,14,3395,365,1032,1032,22,3,207
10247,18,3,1032,7,3,2,3395,773,197,14,207
10248,365,3,22,18,3,3,7,93,14,197,207
10249,3,773,3395,209,773,365,3,292,197,773,207
10250,195,3395,773,197,3882,3911,3395,773,3,365,207
10251,2759,1598,197,2938,22,622,18,3,3,3,207
10252,7,14,22,3,18,173,195,1598,2026,2759,207
10253,1764,1,1598,1598,2759,22,18,3,2759,3,207
10254,1764,2759,1598,3,1764,7,173,1598,1764,2026,207
10255,2759,2759,22,18,3,3,3,21,7,18,207
10256,22,2759,3,2759,3,2759,1764,1598,14,3,207
10257,7,3,18,22,3,3,7,14,1598,1764,207
10258,1764,2759,18,3,22,3,7,3,14,1598,207
10259,1764,93,2759,1764,22,18,3,3,7,14,207
10260,1598,1764,2759,3,18,22,3,3,7,14,207
10261,2759,1764,1598,22,18,3,3,7,3,1598,207
10262,1598,1764,2759,18,22,3,3,3,1764,14,207
10263,1598,7,14,1764,2759,18,22,3,3,3,207
10264,1598,1764,22,14,18,3,3,3,173,7,207
10265,1764,1598,1764,18,22,3,3,7,1764,1598,207
10266,2759,3,18,22,3,7,3,14,1598,1764,207
10267,1764,14,2759,22,3,18,3,14,3,173,207
10268,7,14,1764,1598,2759,18,22,3,3,3,207
10269,3882,3034,3911,2938,3,410,22,3,18,3,207
10270,4366,2759,1764,1598,7,14,22,3,18,3,207
10271,3,173,7,14,1598,1764,2759,1764,3,18,207
10272,22,3,3,2759,1598,1764,7,14,22,18,207
10273,3,3,3,1598,1764,2759,7,14,3,18,207
10274,22,3,3,1764,1598,14,2759,7,22,3,207
10275,18,3,3,1598,1764,22,14,18,3,3,207
10276,3,1598,7,1598,1764,4060,22,18,3,7,207
10277,173,3,21,21,18,22,3,3,173,7,207
10278,46,14,14,14,46,1,7,10,170,233,207
10279,201,14,541,366,4310,201,93,233,170,3,207
10280,49,201,233,22,201,7,18,233,1,201,207
10281,3,4,4090,1598,170,1598,2759,4090,4182,4220,207
10282,835,1,46,4047,3900,3900,4047,1998,835,739,207
10283,737,737,201,170,233,233,233,201,233,201,207
10284,516,467,413,516,170,201,233,201,413,516,207
10285,467,93,1030,214,2026,2759,195,1764,4137,1598,207
10286,3213,2759,297,1764,195,21,214,49,18,22,207
10287,195,3,3,214,214,7,10,3,7,173,207
10288,14,3882,3911,21,622,3,829,22,18,3,207
10289,1598,1,1598,1,4,1,65,4,1,1,207
10290,93,360,1,151,151,338,290,148,151,607,207
10291,18,46,151,539,22,3,7,3,14,65,207
10292,1,14,360,432,4403,826,826,458,826,458,207
10293,1,1,148,65,1,1,1,22,3997,18,207
10294,93,3,3997,1,1,3865,3865,21,1,3971,207
10295,3,4365,3865,18,4421,22,3964,4352,636,3971,207
10296,3957,3865,500,237,2906,4351,3,607,3865,148,207
10297,529,216,3971,3957,4,4302,3865,3,216,7,207
10298,4249,3659,22,46,18,3,3865,14,4404,14,207
10299,4164,839,7,14,4164,46,14,46,7,839,207
10300,417,3865,3865,4057,151,4057,4057,148,93,3997,207
10301,3971,18,3997,22,3,93,3865,3865,3865,3865,207
10302,3865,3865,3865,3964,3865,3865,3865,3865,3865,3865,207
10303,3964,3964,1,3,441,456,4181,2505,4201,4339,207
10304,332,4132,152,157,314,1,133,306,221,304,207
10305,456,384,152,265,654,556,134,259,323,440,207
10306,332,2016,133,2505,441,314,22,287,152,134,207
10307,4132,7,46,14,18,173,134,3,134,14,207
10308,152,3,314,133,323,265,304,332,133,265,207
10309,221,133,323,654,453,1998,3941,1,3941,152,207
10310,22,1880,1998,3941,1913,3941,1949,4193,1941,133,207
10311,456,265,3941,441,332,221,173,1,1,67,207
10312,64,92,64,1,2926,3886,2765,157,3886,3886,207
10313,840,3886,1,3914,4,93,2455,3914,3601,93,207
10314,3966,4276,4129,3878,4129,1,3946,3913,21,3946,207
10315,3878,3878,4017,4073,4185,3913,18,22,3913,3878,207
10316,3878,3946,3,3946,1,3878,324,324,3966,3913,207
10317,93,225,681,3,681,1,400,681,3913,416,207
10318,400,3878,359,681,1,7,7,1,157,2765,207
10319,534,2688,3,3,7,157,10,7,3871,3878,207
10320,225,359,3871,607,1,545,534,7,46,416,207
10321,324,926,46,10,359,416,2688,2765,3878,359,207
10322,544,545,7,3871,3878,3878,14,73,94,94,207
10323,3913,14,73,3871,7,3878,46,3878,3871,3871,207
10324,4004,4324,4073,7,3871,3871,3871,3871,3871,16,207
10325,3871,3871,3871,10,3871,3871,926,3966,16,3601,207
10326,3966,3601,93,3601,3924,454,3924,3924,926,926,207
10327,3924,3924,46,3924,93,3933,21,4417,3913,3933,207
10328,16,3933,22,4243,4400,18,3933,3,3,3933,207
10329,4429,10,3,4250,416,93,4423,3598,3598,926,207
10330,3598,49,3598,157,10,3,14,14,3598,3598,207
10331,3598,926,3598,4060,3598,3598,3598,926,3598,3598,207
10332,3598,3598,926,1,93,4261,3894,21,3891,3894,207
10333,3891,21,3891,3894,201,4316,22,18,3,3856,207
10334,3856,3856,3856,3856,3856,3891,3856,4,3856,1,207
10335,4431,4150,3930,4150,4396,3930,2278,3930,3930,46,207
10336,7,3930,22,18,14,4290,3,3,3,14,207
10337,93,1,4221,3891,201,3894,18,22,3,3856,207
10338,3856,3856,3856,3891,3856,4,3891,3891,21,201,207
10339,3894,22,18,3,3856,3856,3856,3856,3856,3856,207
10340,3856,3856,3856,3856,93,3891,3894,3894,201,22,207
10341,3,18,3856,3856,3856,3856,3856,3856,3856,3856,207
10342,93,1,143,18,22,4262,4264,327,4197,4258,207
10343,395,3,10,143,3998,3993,2130,618,734,734,207
10344,7,7,3,10,292,3993,21,10,3998,46,207
10345,14,3993,3998,14,3993,3998,73,10,16,16,207
10346,1,1,4,3894,3891,201,3894,22,18,3,207
10347,3856,3856,3856,3856,3856,3856,3856,3856,1,4,207
10348,1,93,93,1,942,65,1,10,3936,1,207
10349,3936,305,3,3936,89,3936,639,3936,7,46,207
10350,1,14,1,1,4043,4394,917,287,889,4,207
10351,10,1,4043,2675,2875,2675,287,22,2675,18,207
10352,173,2876,4043,2675,2675,431,3,2675,2675,3,207
10353,3,2675,2675,3,2675,225,7,366,1,201,207
10354,93,541,170,233,201,46,201,170,233,14,207
10355,7,170,170,201,3,233,201,49,233,22,207
10356,201,18,201,233,4,201,3,46,7,225,207
10357,2675,1200,2675,366,233,4265,777,93,790,790,207
10358,742,742,173,10,3873,143,22,143,3873,18,207
10359,3873,292,3,46,248,7,3873,14,3873,143,207
10360,18,22,10,14,292,7,3,3873,10,143,207
10361,3873,22,18,14,3,292,7,143,3873,18,207
10362,3873,10,22,14,292,7,3,3873,143,18,207
10363,10,14,22,7,3,292,143,3873,18,22,207
10364,10,14,292,3,7,3873,10,22,143,18,207
10365,3,7,14,292,143,4321,10,3873,22,18,207
10366,292,14,3,7,3873,22,18,201,170,233,207
10367,233,201,93,201,467,467,14,170,170,233,207
10368,46,1,360,151,293,151,588,355,290,151,207
10369,355,151,151,151,3877,3946,151,3877,10,49,207
10370,3,1,18,22,3877,293,7,4017,151,4322,207
10371,4004,661,3,14,14,3,14,4017,3877,4004,207
10372,360,432,3877,647,4318,4202,731,3877,731,458,207
10373,458,3877,458,3877,3877,3877,3877,3877,355,3877,207
10374,1,1,93,1,4046,3928,3928,3928,3928,3,207
10375,3928,4046,3928,46,7,4046,10,1,4174,4174,207
10376,4226,1,4384,93,3944,4070,14,3944,4070,3,207
10377,10,14,10,3944,4070,46,7,4368,3944,1,207
10378,4081,4081,1,326,4027,297,3870,4027,326,297,207
10379,4270,49,326,297,22,297,18,634,10,195,207
10380,297,3,14,21,297,3,14,3,21,4027,207
10381,3944,93,297,4235,3929,1,297,3929,3929,3929,207
10382,22,18,3929,3,7,46,1,3855,3855,3855,207
10383,93,3855,3855,3855,3855,3855,3855,3855,3855,3855,207
10384,3855,3855,3855,3855,3855,3855,3855,93,3855,3855,207
10385,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,207
10386,3855,3855,3855,3855,3855,3855,1,3855,3855,3855,207
10387,3855,3855,3855,3855,93,93,1,93,93,1,207
10388,1,1,416,400,7,416,7,46,1,195,207
10389,773,197,3395,607,773,365,49,93,1,93,207
10390,4128,21,197,18,22,3,3395,10,7,3,207
10391,195,3,292,365,214,10,7,10,14,46,207
10392,7,46,14,773,46,197,3395,773,365,18,207
10393,3,22,3,10,7,3,197,14,773,3395,207
10394,365,18,3,22,3,10,3,416,400,416,207
10395,7,7,197,773,365,14,3395,7,773,3,207
10396,18,22,7,3,10,197,14,3395,773,365,207
10397,3870,773,22,3,18,3,10,773,197,14,207
10398,365,7,3395,773,365,148,338,18,22,3,207
10399,10,3,148,197,365,773,7,14,3395,18,207
10400,3,22,3,10,773,197,773,773,3870,365,207
10401,7,773,4161,22,3,18,10,14,3,14,207
10402,7,1,773,197,3870,773,3870,365,18,3,207
10403,22,10,3,773,197,7,773,3870,365,22,207
10404,14,18,3,10,3,197,197,773,365,773,207
10405,7,22,773,214,14,18,3,10,3,14,207
10406,7,46,93,93,1,1,1,93,1,7,207
10407,4,4,7,1,93,93,93,3862,3862,3862,207
10408,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,207
10409,3862,3862,93,93,3862,3862,3862,3862,3862,3862,207
10410,3862,3862,3862,3862,3862,3862,3862,3862,4382,13,207
10411,32,52,13,52,2,2,52,3893,2,52,207
10412,52,2,32,20,32,3893,13,13,7,20,207
10413,2,3893,2,2,52,2,3893,32,13,32,207
10414,13,13,2,32,32,13,26,20,2,13,207
10415,26,20,2,13,7,7,13,52,2,7,207
10416,7,2,20,13,2,20,2,13,32,3893,207
10417,13,32,52,3893,2,2,2,2,2,2,207
10418,13,7,2,2,52,52,2,3893,2,3893,207
10419,52,2,3893,2,13,2,2,2,20,2,207
10420,2,2,2,2,13,7,93,7,93,455,207
10421,7,455,93,455,455,7,900,93,900,900,207
10422,93,900,93,900,93,93,93,93,93,93,207
10423,1,418,4060,1,1,4,93,168,1,46,207
10424,1,46,93,168,46,1,4,168,1,93,207
10425,65,942,65,1,3,1,1,1,3,1880,207
10426,22,49,4425,47,21,4034,18,4034,36,4034,207
10427,942,3,942,1,942,65,1,1,46,1,207
10428,65,65,1,1,65,1,1,1,1,1,207
10429,1,4,4,93,4,93,46,168,190,46,207
10430,168,190,93,93,93,7,291,93,4,93,207
10431,7,46,270,93,900,93,270,7,93,93,207
10432,93,2918,2918,2918,900,169,1,93,1,2841,207
10433,2841,2841,2841,2841,2841,2841,2841,1,2841,2841,207
10434,1,93,1,4,23,21,1,94,4,23,207
10435,23,23,23,93,93,93,900,93,93,229,207
10436,93,93,93,900,93,93,7,1,93,1,207
10437,1,1,4356,1,4203,1,900,93,1,4066,207
10438,4066,4066,1,1,1,1,4,4,67,1,207
10439,67,64,92,64,67,92,64,67,64,67,207
10440,64,123,123,64,67,93,1,1,3961,3961,207
10441,3961,3961,1,4355,1,93,1,93,900,900,207
10442,900,93,900,4,93,1,190,168,93,46,207
10443,1,1,1,7,4,4,93,7,1,46,207
10444,4,168,1,4,190,4,291,93,190,168,207
10445,46,291,46,7,4,93,270,1,93,1,207
10446,168,190,46,93,1,1,1,1,1,4,207
10447,1,4,4,1,93,46,4,93,46,168,207
10448,64,67,1,168,93,64,92,64,67,92,207
10449,64,67,64,1,2920,4,4,2920,1,1,207
10450,93,190,46,168,190,93,4,291,93,93,207
10451,291,7,93,270,900,270,900,1,900,4,207
10452,46,168,190,46,93,168,93,1,1,4,207
10453,4,1,1,64,67,64,64,92,1,92,207
10454,67,64,67,67,64,92,67,1,1,4135,207
10455,4135,1,1,1,1,1,213,213,1,4,207
10456,93,4,1,4,46,79,1,1,4,93,207
10457,4,17,4,1,168,190,46,93,190,7,207
10458,291,4,291,7,93,270,900,17,17,17,207
10459,79,270,93,900,4,1,3854,46,190,168,207
10460,3854,60,60,3854,3854,3854,3854,3859,12,12,207
10461,3854,344,12,3854,3854,12,3854,12,3854,53,207
10462,3854,12,53,51,106,3854,17,83,3854,12,207
10463,86,106,53,12,3854,3859,3854,17,3854,125,207
10464,3854,339,44,44,168,93,169,787,116,1,207
10465,7,1,4,93,46,4,7,1,46,93,207
10466,93,7,93,4,46,168,190,46,168,190,207
10467,93,291,4,291,7,900,270,900,1,270,207
10468,4,93,190,46,168,93,190,46,168,1,207
10469,1,7,4,1,7,4,67,64,67,92,207
10470,64,64,92,67,64,123,123,67,64,1,207
10471,7,4,67,1,4,64,7,67,92,64,207
10472,67,64,92,67,64,64,64,1,7,4,207
10473,3495,1,7,4,1,1,7,4,1,67,207
10474,64,4,7,67,92,64,64,1,1,64,207
10475,3959,92,64,1459,3959,3959,64,123,64,123,207
10476,3959,46,168,93,190,7,46,291,190,168,207
10477,93,291,7,93,4,270,7,900,7,4,207
10478,270,93,455,93,3776,2215,7,93,3776,455,207
10479,2215,3776,455,93,1,64,1,67,92,92,207
10480,67,64,64,64,1,1,1,397,2356,2496,207
10481,1,157,2356,2356,2496,397,1,4,2471,4,207
10482,49,10,2471,2356,3,321,22,7,10,18,207
10483,46,568,487,2471,4,321,206,46,10,2356,207
10484,14,92,67,64,14,10,4,4,4,46,207
10485,1,64,67,67,92,64,1,3918,93,3918,207
10486,3918,3918,3887,4013,3918,1,3918,3887,3887,1,207
10487,3887,3887,4013,93,3887,1,3863,3863,3863,3863,207
10488,4266,3863,3863,1,93,3863,3887,93,1,2356,207
10489,2496,397,2356,397,2496,1,2356,2496,2471,93,207
10490,4,900,190,46,1,4,46,93,190,168,207
10491,1,1,7,4,93,4,46,1,7,93,207
10492,4,7,4,46,93,7,168,190,291,4,207
10493,93,190,168,46,7,291,270,900,7,93,207
10494,168,190,1,270,900,4,190,46,168,93,207
10495,1,1,7,4,7,1,4,1,3876,1,207
10496,79,1,46,1,7,17,4,3876,17,1,207
10497,1,17,17,17,17,44,1,79,7,4,207
10498,1,4175,4175,3854,3859,60,3854,344,97,53,207
10499,12,53,12,12,12,83,53,5,142,4039,207
10500,17,5,125,3854,12,3859,44,44,34,30,207
10501,66,63,34,78,58,38,18,55,22,58,207
10502,88,49,38,90,66,10,17,10,118,30,207
10503,88,87,3,55,3787,103,30,3,71,71,207
10504,10,4331,14,3970,73,3970,1709,1709,131,3970,207
10505,73,14,10,3970,16,16,66,5,1,5,207
10506,66,121,257,34,107,18,121,22,3,73,207
10507,38,10,34,58,3,5,257,107,14,3,207
10508,3,10,3,14,3,14,1,1,7,4,207
10509,93,4,1,7,1,1,7,4,1,1,207
10510,3853,3853,4,3853,4,622,3853,478,3853,3853,207
10511,3853,3853,4076,3956,4076,3853,4,3892,1,3853,207
10512,3853,1,36,4010,3853,10,7,7,3853,7,207
10513,36,4,4010,3853,612,4,3853,3956,49,18,207
10514,46,1460,10,465,3,3853,3956,4010,22,36,207
10515,3892,3853,1880,3,36,2246,2149,3892,3853,3920,207
10516,3931,2246,2149,10,3920,18,3853,22,3,421,207
10517,10,3892,3931,3920,10,14,3853,36,7,14,207
10518,36,3853,10,3853,2149,2246,3853,3853,3853,7,207
10519,2149,2246,36,3853,73,3853,3853,3853,3853,3853,207
10520,3853,3853,3853,3853,3853,612,36,3853,338,226,207
10521,7,36,10,3853,3853,10,22,3853,3,18,207
10522,7,36,36,3,3892,36,3931,3,36,2149,207
10523,3920,46,36,14,3853,46,14,1,73,1,207
10524,3853,10,14,36,10,3853,3956,7,10,36,207
10525,36,3853,10,3,3892,7,18,2149,36,2246,207
10526,22,3892,3931,3920,3,2149,36,2246,14,1,207
10527,4,7,3853,3853,4,14,849,10,3956,507,207
10528,419,3853,10,3955,3853,7,22,3,3853,7,207
10529,73,18,36,3955,10,7,3892,3920,3931,3892,207
10530,36,3,36,2149,10,2246,2149,36,46,2149,207
10531,2246,3,14,14,14,73,1,73,36,10,207
10532,14,1,4024,4024,4024,803,3781,3738,3730,3730,207
10533,803,529,3730,3705,3705,1,1,7,4,4,207
10534,93,46,4,1,7,168,190,4,291,46,207
10535,168,190,270,900,291,900,4,93,270,190,207
10536,1,46,93,168,190,93,168,46,1,1,207
10537,1,1,67,64,67,64,123,4,64,67,207
10538,92,64,64,67,123,67,64,123,64,67,207
10539,1,67,1,1,64,92,64,4,1,3863,207
10540,1,3863,3863,3863,3863,4,3863,4,1,67,207
10541,64,64,64,67,92,4,64,1,1,3951,207
10542,64,64,3951,92,67,3951,64,3951,1,2525,207
10543,1,278,3951,123,1,1,3863,3863,3863,3863,207
10544,1,3863,1,3472,1,64,67,1,64,92,207
10545,64,67,64,92,92,67,67,92,67,1,207
10546,92,1,1,1,1,1,1,4,1,4,207
10547,1,3850,3850,3019,3850,3019,3019,3850,3850,3019,207
10548,3850,3019,3850,3019,3850,3850,3850,3850,3850,3850,207
10549,3850,3850,3850,1,4,23,21,94,23,1,207
10550,1,3850,1,3850,3850,3019,3850,3019,3850,3850,207
10551,3850,3850,3850,3850,3850,1,23,23,1,3850,207
10552,1,3850,3850,1,23,1,781,1,1,4,207
10553,1,3850,4,1,1,1,3850,3850,3850,3019,207
10554,3019,3850,3019,1,1,1,4,1,23,4,207
10555,94,23,1,23,1,1,1,7,4,7,207
10556,1,4,93,46,168,190,190,4,291,46,207
10557,168,291,4,270,900,7,270,93,1,7,207
10558,4,93,1,1,7,4,1,93,93,7,207
10559,93,93,93,93,4,1,900,190,46,168,207
10560,93,1,1,7,4,93,46,7,1,168,207
10561,1,4,190,190,4,93,46,168,93,7,207
10562,46,291,270,900,900,168,291,270,93,1,207
10563,190,4,46,93,190,168,1,1,7,4,207
10564,7,4,1,67,64,67,123,64,67,92,207
10565,64,67,123,64,1,4390,67,64,123,1,207
10566,1,3863,4126,1,3863,3863,4126,3863,4013,3887,207
10567,1,3887,3887,56,1,7,4,93,4,46,207
10568,7,1,93,4,93,4,7,7,168,190,207
10569,4,291,93,168,46,190,291,7,93,4,207
10570,46,190,168,270,190,46,168,93,1,7,207
10571,4,93,4,46,168,190,46,7,1,4,207
10572,291,190,168,270,900,4,291,270,7,900,207
10573,93,4,190,46,168,190,93,1,7,4,207
10574,93,7,1,4,1,64,67,64,67,1,207
10575,1,1,1,7,93,4,46,168,7,1,207
10576,4,190,46,168,190,291,93,4,291,270,207
10577,93,7,46,140,270,93,93,7,1,190,207
10578,4,46,168,93,56,418,56,34,4,781,207
10579,1,7,1,7,56,76,1,7,1,4,207
10580,4,93,46,46,4,7,1,93,93,7,207
10581,93,4,168,190,291,46,168,190,93,4,207
10582,291,900,270,7,270,93,93,7,93,4,207
10583,900,7,4,190,168,1,93,46,93,190,207
10584,168,787,1,1,1,4,93,1,46,4,207
10585,93,168,190,168,46,190,93,93,4,291,207
10586,93,291,7,93,7,46,270,900,900,1,207
10587,93,4,270,190,46,168,93,1,1,4,207
10588,4,4,1,67,64,64,67,92,64,67,207
10589,123,67,64,1,64,123,67,1,2697,1,207
10590,2778,1,1,21,961,961,842,1299,842,410,207
10591,4,1219,842,7,18,4,22,7,49,3,207
10592,4,2697,2778,7,7,46,842,46,1,92,207
